,Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor
2004-02-12 10:32:00,0.464,-0.513,-0.012694970703124999,0.09005567329323882,0.09094388696428075,0.126905565029745,0.506458084455093,5.102047157740699,-7.16377289014885
2004-02-12 10:42:00,0.457,-0.481,-0.0025609375,0.09338605944642173,0.09341888819652586,0.07008331599987962,0.2526961000061112,4.891944325419571,-36.478394414750795
2004-02-12 10:52:00,0.491,-0.503,-0.0016954589843750003,0.09370484802698949,0.0937178978891739,0.09657548914678508,0.310465917110609,5.239127328492067,-55.27582722605423
2004-02-12 11:02:00,0.569,-0.474,-0.0023928222656249996,0.09291856224234049,0.09294709910708282,0.10582628900487447,0.2350247968943715,6.121761792097077,-38.84412998088065
2004-02-12 11:12:00,0.452,-0.486,-0.001559033203125,0.09533754944326622,0.09534796855424806,0.097958458186615,0.2259937333715749,4.740530992465093,-61.15839506376649
2004-02-12 11:22:00,0.574,-0.386,-0.0014525878906250002,0.09239555730055114,0.09240471945595839,0.060800180779467326,0.18532650739976875,6.211803935767348,-63.613857758513824
2004-02-12 11:32:00,0.583,-0.457,-0.0016959472656250002,0.09390546430095827,0.09391848531980074,0.09920658789219017,0.24979100990215608,6.20751067284394,-55.378187295929486
2004-02-12 11:42:00,0.41,-0.41,-0.0017436523437500003,0.09322648710576405,0.09324051612714428,0.08690645734808349,0.10344735598426613,4.397230056523039,-53.47425847896708
2004-02-12 11:52:00,0.457,-0.613,-0.0008009765625,0.09585823771284557,0.09585924383650357,0.035301428807174635,0.45108936168627745,4.767406686197671,-119.67796353155286
2004-02-12 12:02:00,0.417,-0.466,-0.0017168945312499996,0.09472862609017552,0.09474187125009063,0.08950688238819085,0.1957202539782239,4.401433014756937,-55.182114874064524
2004-02-12 12:12:00,0.4,-0.393,-0.001935546875,0.09512873842818984,0.09514610526793123,0.08223852456563366,0.1697482063804947,4.204060679873347,-49.15722088514711
2004-02-12 12:22:00,0.403,-0.415,-0.0019740722656249998,0.09331046550322733,0.09332906725625129,0.07005328559200791,0.05884888203246863,4.318054512357795,-47.27743197724472
2004-02-12 12:32:00,0.615,-0.43,-0.0017861816406249998,0.0943659188553181,0.09438051851622041,0.09281456900469152,0.2901408802325509,6.5161752623165015,-52.83926134365365
2004-02-12 12:42:00,0.417,-0.359,-0.001261376953125,0.09483412465582616,0.09484019788447104,0.0994481932369228,0.10601731770963863,4.39686977992144,-75.18783155939948
2004-02-12 12:52:00,0.461,-0.386,-0.001698291015625,0.09476954933333326,0.09478245161824854,0.10758102128361371,0.13994188492694803,4.863769528316815,-55.810488747929334
2004-02-12 13:02:00,0.474,-0.513,-0.0012210937499999997,0.09462551314549757,0.09463108158296883,0.08058704376906332,0.19567472498406469,5.008925102313401,-77.49698299820865
2004-02-12 13:12:00,0.476,-0.43,-0.0012224609374999998,0.09568842992883546,0.09569390236174272,0.09863374155794594,0.1655390378787822,4.974193634622838,-78.27972201503799
2004-02-12 13:22:00,0.454,-0.41,-0.0016699218750000002,0.09292983971114682,0.09294257404608772,0.09640071630638315,0.1173028276354513,4.884736673796808,-55.65683966268644
2004-02-12 13:32:00,0.405,-0.425,-0.0017739257812500002,0.09495254655247536,0.09496679775469556,0.10591303011090147,0.1371015613294051,4.264648377911375,-53.534820204133354
2004-02-12 13:42:00,0.479,-0.454,-0.0007662109375,0.09547474051480523,0.09547548411192398,0.14164635768111156,0.24220767164535095,5.01699472336247,-124.60731038823626
2004-02-12 13:52:00,0.486,-0.413,-0.001681689453125,0.0956531110261662,0.09566555793288081,0.11733079247913104,0.15217265333905683,5.080198250042913,-56.88657781322839
2004-02-12 14:02:00,0.408,-0.486,-0.001254248046875,0.09608282535454864,0.09608866576997063,0.07507500625800335,0.1561712491393319,4.246078314550882,-76.61057636037678
2004-02-12 14:12:00,0.417,-0.347,-0.001448779296875,0.09432596451089857,0.0943347873247689,0.10428213850721312,0.13318015108914372,4.4204265661233,-65.1132905669262
2004-02-12 14:22:00,0.422,-0.466,-0.0014227539062500003,0.09626380900271453,0.09627197243113517,0.13865420542074852,0.18688268687811238,4.38341491654659,-67.66593436027345
2004-02-12 14:32:00,0.667,-0.4,-0.0013240234375000001,0.0967348097036038,0.09674150883281694,0.17121468057947414,0.3708012193101058,6.894661950669704,-73.06631143590835
2004-02-12 14:42:00,0.603,-0.381,-0.0015088867187500001,0.094741442535815,0.09475114455525722,0.14409985808004924,0.2612758751724793,6.36403921905493,-62.795399666418604
2004-02-12 14:52:00,0.442,-0.42,-0.001513525390625,0.09623688419954626,0.09624643586136385,0.09836002366648358,0.1563469025698616,4.592377848013713,-63.5908961009366
2004-02-12 15:02:00,0.444,-0.439,-0.002118603515625,0.09511543147952099,0.09513670186114098,0.0898479358075036,0.17351206626370796,4.666968596914897,-44.90538279555112
2004-02-12 15:12:00,0.403,-0.522,-0.0013390625000000002,0.09467633317972667,0.0946834910454959,0.106872014254795,0.23283601486815853,4.256285816567077,-70.7087914458779
2004-02-12 15:22:00,0.474,-0.474,-0.0015290527343750002,0.09586719564492056,0.09587704859488336,0.08900687501352507,0.2904285603088006,4.9438317819192426,-62.70355916408146
2004-02-12 15:32:00,0.452,-0.452,-0.002049658203125,0.09490233954109834,0.09492215432057668,0.11998936649894011,0.16519776543681042,4.761796687351606,-46.31121138922292
2004-02-12 15:42:00,0.427,-0.466,-0.00179560546875,0.09487855681971152,0.09489323050308963,0.13646096894417473,0.1654269716052008,4.4997941131964865,-52.84748356728329
2004-02-12 15:52:00,0.466,-0.449,-0.00199599609375,0.09547319414842248,0.09549172595865309,0.12328657642864123,0.20092123865110478,4.880003951355672,-47.841639699427944
2004-02-12 16:02:00,0.459,-0.476,-0.00178076171875,0.09624655863880455,0.09626068173276278,0.124181225435579,0.22924527015250673,4.76830198724613,-54.05590243726301
2004-02-12 16:12:00,0.483,-0.408,-0.0013816894531250002,0.0978454080667921,0.09785277450596701,0.1726703108974037,0.3066384145361636,4.9359867662265104,-70.82110548405146
2004-02-12 16:22:00,0.403,-0.352,-0.001562353515625,0.09524571126132399,0.09525619930408402,0.09799108471720983,0.11348981721074303,4.230695775647242,-60.969683462438375
2004-02-12 16:32:00,0.461,-0.364,-0.001471728515625,0.09594638480325776,0.09595532942020796,0.1294250228329346,0.1727758226930063,4.804318871974135,-65.1990692586795
2004-02-12 16:42:00,0.442,-0.435,-0.002276025390625,0.09649602386944131,0.09652050689855046,0.13173021686788025,0.21550804406497903,4.579337740782606,-42.40748248948391
2004-02-12 16:52:00,0.581,-0.386,-0.0017294433593750002,0.09547095295855235,0.09548428550969461,0.09472315157328816,0.26265223656670145,6.084770880345651,-55.21099317424392
2004-02-12 17:02:00,0.457,-0.449,-0.0018719238281250002,0.09677979832862628,0.09679553772280453,0.10820295576281448,0.27511918900311727,4.721292021835973,-51.7091220638818
2004-02-12 17:12:00,0.427,-0.415,-0.0008767578125000001,0.09723165519544265,0.09723323431558137,0.09823778025291639,0.19898588398097905,4.391502586596303,-110.9009043652877
2004-02-12 17:22:00,0.505,-0.479,-0.0009185058593750002,0.09511770472498783,0.09511981727627464,0.10881385488685832,0.1480624744134751,5.309093461914799,-103.55929285089066
2004-02-12 17:32:00,0.449,-0.374,-0.0009978515624999998,0.09504114978585977,0.09504406769855496,0.11790923758830386,0.13810322578748613,4.724124407470268,-95.24870358516372
2004-02-12 17:42:00,0.444,-0.383,-0.0018541992187499998,0.09457040568213555,0.09458627272644403,0.11480052077806109,0.18321460192067285,4.694127247027764,-51.01192567118486
2004-02-12 17:52:00,0.503,-0.583,-0.0011041015625,0.09682970615727923,0.09683363683481196,0.10009815410352921,0.4138762837630363,5.1944759738608735,-87.7035592772399
2004-02-12 18:02:00,0.479,-0.5,-0.0020607421875,0.09471442976680487,0.09473453349195055,0.11322768828683227,0.1887425178932265,5.056234324948672,-45.97107491979782
2004-02-12 18:12:00,0.393,-0.393,-0.0009242675781249999,0.09578402527548215,0.09578614613301667,0.08380440801281284,0.13437836113362378,4.1028897796373105,-103.63464909948658
2004-02-12 18:22:00,0.464,-0.449,-0.0017221191406250002,0.09448498376896532,0.09449837005662783,0.11777762705142004,0.2701085287047982,4.910137600489295,-54.8733057007496
2004-02-12 18:32:00,0.481,-0.43,-0.001917138671875,0.09601047316205107,0.09602726841526252,0.09800382247991785,0.18229975003355392,5.008993882028931,-50.08884846151788
2004-02-12 18:42:00,0.442,-0.413,-0.001244970703125,0.0947122838848614,0.09471815381493336,0.11155451545832447,0.3384252607888554,4.666476089299724,-76.08062870650802
2004-02-12 18:52:00,0.496,-0.476,-0.0017273437500000001,0.09653870439232808,0.09655180007465552,0.11533193971322016,0.20635198011037792,5.137138816847373,-55.896112209660366
2004-02-12 19:02:00,0.52,-0.525,-0.00106044921875,0.09610648025925723,0.0961099844010106,0.13431313770764683,0.2710207595944012,5.410468051168805,-90.63138781345873
2004-02-12 19:12:00,0.471,-0.4,-0.0011844726562499999,0.09548545029195357,0.09549046551308801,0.14207741517084954,0.14766135693569238,4.932429614508941,-80.61854784846412
2004-02-12 19:22:00,0.671,-0.378,-0.002010009765625,0.09579048353860266,0.09580923148575311,0.14631229975831553,0.2910833533656296,7.00350049358008,-47.66605273480441
2004-02-12 19:32:00,0.391,-0.391,-0.0015411621093750002,0.09406277644951463,0.09407310493581907,0.11232067949304043,0.13191815710809918,4.156342030666022,-61.0403697077456
2004-02-12 19:42:00,0.425,-0.505,-0.0019456054687499997,0.09631090432923006,0.09632820331505333,0.1357797605135078,0.3697318551191384,4.411999657151133,-49.51065612338233
2004-02-12 19:52:00,0.449,-0.369,-0.001418896484375,0.0957460902537022,0.09575426592773492,0.126547081523424,0.1828591715873813,4.689086127388384,-67.48502585085555
2004-02-12 20:02:00,0.515,-0.427,-0.0016173828124999997,0.09500065710519279,0.09501210500592149,0.17133849342898394,0.3461876659985248,5.420361963014117,-58.74435184522619
2004-02-12 20:12:00,0.415,-0.415,-0.0023553222656250003,0.09405096350132604,0.09407815562198472,0.11400723149849967,0.16617382934622915,4.411225935035448,-39.942795512536996
2004-02-12 20:22:00,0.432,-0.398,-0.0014138183593749999,0.09715408961657389,0.09716200454371618,0.1671125293725248,0.1912759795909338,4.4461824560816865,-68.72311701106226
2004-02-12 20:32:00,0.498,-0.535,-0.0011302734375,0.09568857841859144,0.09569291756789658,0.10155335484307067,0.23630731838682006,5.20414689672991,-84.66351096382071
2004-02-12 20:42:00,0.43,-0.386,-0.001943408203125,0.09559978801868553,0.09561720582002031,0.18101348963099456,0.20489814179527466,4.497098574595313,-49.20078327665174
2004-02-12 20:52:00,0.474,-0.457,-0.0017577636718750002,0.0952111193464722,0.09522501953637566,0.10521042099839224,0.18074960250060235,4.977683410387051,-54.17396039070456
2004-02-12 21:02:00,0.469,-0.364,-0.0018206542968750004,0.09601091916860902,0.0960258365196413,0.15169917731180751,0.10569397723303542,4.884102206223112,-52.74248751367108
2004-02-12 21:12:00,0.417,-0.498,-0.0014166015625000001,0.09451161882978355,0.09451992752440487,0.07970293147451828,0.17717909740177307,4.411768088716862,-66.7230151557911
2004-02-12 21:22:00,0.449,-0.486,-0.001588427734375,0.09570942661695099,0.09572027040295919,0.12324499512605716,0.19870459219799885,4.690751479386953,-60.261016810199635
2004-02-12 21:32:00,0.496,-0.454,-0.0009581054687500002,0.09549940644017589,0.09550188101468866,0.09808687564895063,0.1385580309736958,5.193614981507147,-99.67783728370316
2004-02-12 21:42:00,0.493,-0.356,-0.0010088867187500001,0.09583018626696796,0.09583315732547243,0.13406576721962596,0.20570506727344862,5.1443572742329,-94.98901665016335
2004-02-12 21:52:00,0.439,-0.393,-0.0016390625,0.09563435051276266,0.09564606079349268,0.1229829163807841,0.12999203555601913,4.589838790620298,-58.35412669955702
2004-02-12 22:02:00,0.432,-0.422,-0.0011240722656250001,0.09598301151534226,0.09598725018076945,0.0837248890410335,0.17120311464384041,4.500597727160945,-85.39241925642492
2004-02-12 22:12:00,0.508,-0.386,-0.002216162109375,0.09413624333232748,0.09416002860199292,0.10452862913805308,0.21817096134189118,5.395070578698275,-42.487879475814985
2004-02-12 22:22:00,0.452,-0.356,-0.001242578125,0.09647676327205161,0.0964824096459751,0.12753832846927227,0.10601039418973102,4.684791783896494,-77.64695652112425
2004-02-12 22:32:00,0.554,-0.459,-0.0017957519531249997,0.09588573234424272,0.0959002057499911,0.12648831925667386,0.39175186521441274,5.7768384923413105,-53.40392674116481
2004-02-12 22:42:00,0.459,-0.544,-0.00044394531249999995,0.0979063700193041,0.0979049862270814,0.1288127639124748,0.19935998131879273,4.6882188301971945,-220.5338889057003
2004-02-12 22:52:00,0.425,-0.608,-0.001228173828125,0.09693280954391811,0.09693822357281531,0.10446414511681765,0.2170207072230741,4.384235488705449,-78.92874880814446
2004-02-12 23:02:00,0.515,-0.349,-0.001523291015625,0.0948838871625608,0.09489379780221742,0.12851752817444648,0.12960437595000762,5.427119705688139,-62.29525207518071
2004-02-12 23:12:00,0.508,-0.544,-0.0014050781249999999,0.09669925344121552,0.09670710046966562,0.13218977675361007,0.3131309612196089,5.2529751955426045,-68.8268493751304
2004-02-12 23:22:00,0.439,-0.386,-0.000885009765625,0.09559645991611553,0.09559822260908216,0.14189358094646734,0.17444069012694552,4.592135585984143,-108.01939856739324
